Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_000,0,0.0,1069.3464145185426,M0,675.63,29.0,704.63,0.0
Job_000,1,0.0,1069.3464145185426,M1,704.63,78.0,782.63,0.0
Job_000,2,0.0,1069.3464145185426,M2,782.63,9.0,791.63,0.0
Job_000,3,0.0,1069.3464145185426,M3,791.63,36.0,827.63,0.0
Job_000,4,0.0,1069.3464145185426,M4,827.63,49.0,876.63,0.0
Job_000,5,0.0,1069.3464145185426,M5,929.63,11.0,940.63,0.0
Job_000,6,0.0,1069.3464145185426,M6,940.63,62.0,1002.63,0.0
Job_000,7,0.0,1069.3464145185426,M7,1002.63,56.0,1058.63,0.0
Job_000,8,0.0,1069.3464145185426,M8,1058.63,44.0,1102.63,33.28
Job_000,9,0.0,1069.3464145185426,M9,1102.63,21.0,1123.63,54.28
Job_001,0,88.05,1468.7251174796372,M0,632.63,43.0,675.63,0.0
Job_001,1,88.05,1468.7251174796372,M2,675.63,90.0,765.63,0.0
Job_001,2,88.05,1468.7251174796372,M4,977.63,75.0,1052.63,0.0
Job_001,3,88.05,1468.7251174796372,M9,1209.63,11.0,1220.63,0.0
Job_001,4,88.05,1468.7251174796372,M3,1269.94,69.0,1338.94,0.0
Job_001,5,88.05,1468.7251174796372,M1,1338.94,28.0,1366.94,0.0
Job_001,6,88.05,1468.7251174796372,M6,1366.94,46.0,1412.94,0.0
Job_001,7,88.05,1468.7251174796372,M5,1412.94,46.0,1458.94,0.0
Job_001,8,88.05,1468.7251174796372,M7,1458.94,72.0,1530.94,62.21
Job_001,9,88.05,1468.7251174796372,M8,1530.94,30.0,1560.94,92.21
Job_002,0,152.78,1690.4730720165371,M1,1054.94,91.0,1145.94,0.0
Job_002,1,152.78,1690.4730720165371,M0,1145.94,85.0,1230.94,0.0
Job_002,2,152.78,1690.4730720165371,M3,1230.94,39.0,1269.94,0.0
Job_002,3,152.78,1690.4730720165371,M2,1295.28,74.0,1369.28,0.0
Job_002,4,152.78,1690.4730720165371,M8,1436.63,90.0,1526.63,0.0
Job_002,5,152.78,1690.4730720165371,M5,1526.63,10.0,1536.63,0.0
Job_002,6,152.78,1690.4730720165371,M7,1651.63,12.0,1663.63,0.0
Job_002,7,152.78,1690.4730720165371,M6,1663.63,89.0,1752.63,62.16
Job_002,8,152.78,1690.4730720165371,M9,1752.63,45.0,1797.63,107.16
Job_002,9,152.78,1690.4730720165371,M4,1797.63,33.0,1830.63,140.16
Job_003,0,207.97,1981.190003821887,M1,877.63,81.0,958.63,0.0
Job_003,1,207.97,1981.190003821887,M2,1369.28,95.0,1464.28,0.0
Job_003,2,207.97,1981.190003821887,M0,1611.63,71.0,1682.63,0.0
Job_003,3,207.97,1981.190003821887,M4,2023.63,99.0,2122.63,141.44
Job_003,4,207.97,1981.190003821887,M6,2122.63,9.0,2131.63,150.44
Job_003,5,207.97,1981.190003821887,M8,2216.74,52.0,2268.74,287.55
Job_003,6,207.97,1981.190003821887,M7,2268.74,85.0,2353.74,372.55
Job_003,7,207.97,1981.190003821887,M3,2353.74,98.0,2451.74,470.55
Job_003,8,207.97,1981.190003821887,M9,2696.74,22.0,2718.74,737.55
Job_003,9,207.97,1981.190003821887,M5,2718.74,43.0,2761.74,780.55
Job_004,0,246.61,1310.542002293132,M2,246.61,14.0,260.61,0.0
Job_004,1,246.61,1310.542002293132,M0,442.74,6.0,448.74,0.0
Job_004,2,246.61,1310.542002293132,M1,448.74,22.0,470.74,0.0
Job_004,3,246.61,1310.542002293132,M5,773.63,61.0,834.63,0.0
Job_004,4,246.61,1310.542002293132,M3,834.63,26.0,860.63,0.0
Job_004,5,246.61,1310.542002293132,M4,908.63,69.0,977.63,0.0
Job_004,6,246.61,1310.542002293132,M8,977.63,21.0,998.63,0.0
Job_004,7,246.61,1310.542002293132,M7,1088.63,49.0,1137.63,0.0
Job_004,8,246.61,1310.542002293132,M9,1137.63,72.0,1209.63,0.0
Job_004,9,246.61,1310.542002293132,M6,1209.63,53.0,1262.63,0.0
Job_005,0,319.39,1662.1642319017647,M2,791.63,84.0,875.63,0.0
Job_005,1,319.39,1662.1642319017647,M1,875.63,2.0,877.63,0.0
Job_005,2,319.39,1662.1642319017647,M5,877.63,52.0,929.63,0.0
Job_005,3,319.39,1662.1642319017647,M3,929.63,95.0,1024.63,0.0
Job_005,4,319.39,1662.1642319017647,M8,1388.63,48.0,1436.63,0.0
Job_005,5,319.39,1662.1642319017647,M9,1436.63,72.0,1508.63,0.0
Job_005,6,319.39,1662.1642319017647,M0,1508.63,47.0,1555.63,0.0
Job_005,7,319.39,1662.1642319017647,M6,1555.63,65.0,1620.63,0.0
Job_005,8,319.39,1662.1642319017647,M4,1620.63,6.0,1626.63,0.0
Job_005,9,319.39,1662.1642319017647,M7,1626.63,25.0,1651.63,0.0
Job_006,0,359.74,1485.937742885351,M1,359.74,46.0,405.74,0.0
Job_006,1,359.74,1485.937742885351,M0,405.74,37.0,442.74,0.0
Job_006,2,359.74,1485.937742885351,M3,442.74,61.0,503.74,0.0
Job_006,3,359.74,1485.937742885351,M2,546.63,13.0,559.63,0.0
Job_006,4,359.74,1485.937742885351,M6,559.63,32.0,591.63,0.0
Job_006,5,359.74,1485.937742885351,M5,752.63,21.0,773.63,0.0
Job_006,6,359.74,1485.937742885351,M9,773.63,32.0,805.63,0.0
Job_006,7,359.74,1485.937742885351,M8,805.63,89.0,894.63,0.0
Job_006,8,359.74,1485.937742885351,M7,1058.63,30.0,1088.63,0.0
Job_006,9,359.74,1485.937742885351,M4,1160.94,55.0,1215.94,0.0
Job_007,0,515.63,1974.814094748087,M2,515.63,31.0,546.63,0.0
Job_007,1,515.63,1974.814094748087,M0,546.63,86.0,632.63,0.0
Job_007,2,515.63,1974.814094748087,M1,632.63,46.0,678.63,0.0
Job_007,3,515.63,1974.814094748087,M5,678.63,74.0,752.63,0.0
Job_007,4,515.63,1974.814094748087,M4,876.63,32.0,908.63,0.0
Job_007,5,515.63,1974.814094748087,M6,1002.63,88.0,1090.63,0.0
Job_007,6,515.63,1974.814094748087,M8,1369.63,19.0,1388.63,0.0
Job_007,7,515.63,1974.814094748087,M9,1508.63,48.0,1556.63,0.0
Job_007,8,515.63,1974.814094748087,M7,1663.63,36.0,1699.63,0.0
Job_007,9,515.63,1974.814094748087,M3,1953.0,79.0,2032.0,57.19
Job_008,0,748.04,2364.242049284987,M0,2282.74,76.0,2358.74,0.0
Job_008,1,748.04,2364.242049284987,M1,2358.74,69.0,2427.74,63.5
Job_008,2,748.04,2364.242049284987,M3,2503.74,76.0,2579.74,215.5
Job_008,3,748.04,2364.242049284987,M5,2579.74,51.0,2630.74,266.5
Job_008,4,748.04,2364.242049284987,M2,2630.74,85.0,2715.74,351.5
