Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_033,8,2630.89,4404.1100038218865,M9,5994.0,22.0,6016.0,1611.89
Job_033,9,2630.89,4404.1100038218865,M5,6147.87,43.0,6190.87,1786.76
Job_040,7,3032.78,4570.473072016537,M6,6490.87,89.0,6579.87,2009.4
Job_040,8,3032.78,4570.473072016537,M9,6704.87,45.0,6749.87,2179.4
Job_040,9,3032.78,4570.473072016537,M4,6749.87,33.0,6782.87,2212.4
Job_041,7,3087.97,4861.190003821886,M3,6384.87,98.0,6482.87,1621.68
Job_041,8,3087.97,4861.190003821886,M9,6482.87,22.0,6504.87,1643.68
Job_041,9,3087.97,4861.190003821886,M5,6504.87,43.0,6547.87,1686.68
Job_043,9,3199.39,4542.164231901765,M7,5829.24,25.0,5854.24,1312.08
Job_046,2,3628.04,5244.242049284987,M3,6308.87,76.0,6384.87,1140.63
Job_046,3,3628.04,5244.242049284987,M5,6384.87,51.0,6435.87,1191.63
Job_046,4,3628.04,5244.242049284987,M2,7266.87,85.0,7351.87,2107.63
Job_046,5,3628.04,5244.242049284987,M9,7351.87,11.0,7362.87,2118.63
Job_046,6,3628.04,5244.242049284987,M6,13701.87,40.0,13741.87,8497.63
Job_046,7,3628.04,5244.242049284987,M7,14133.87,89.0,14222.87,8978.63
Job_046,8,3628.04,5244.242049284987,M4,14368.87,26.0,14394.87,9150.63
Job_046,9,3628.04,5244.242049284987,M8,14394.87,74.0,14468.87,9224.63
Job_047,2,3661.95,5123.841300860792,M2,5827.72,61.0,5888.72,764.88
Job_047,3,3661.95,5123.841300860792,M6,5914.86,7.0,5921.86,798.02
Job_047,4,3661.95,5123.841300860792,M8,6951.87,64.0,7015.87,1892.03
Job_047,5,3661.95,5123.841300860792,M9,8083.87,76.0,8159.87,3036.03
Job_047,6,3661.95,5123.841300860792,M5,8159.87,47.0,8206.87,3083.03
Job_047,7,3661.95,5123.841300860792,M3,10652.87,52.0,10704.87,5581.03
Job_047,8,3661.95,5123.841300860792,M4,11603.87,90.0,11693.87,6570.03
Job_047,9,3661.95,5123.841300860792,M7,13963.87,45.0,14008.87,8885.03
Job_048,3,3771.94,5231.124094748087,M5,6073.87,74.0,6147.87,916.75
Job_048,4,3771.94,5231.124094748087,M4,6282.87,32.0,6314.87,1083.75
Job_048,5,3771.94,5231.124094748087,M6,6314.87,88.0,6402.87,1171.75
Job_048,6,3771.94,5231.124094748087,M8,6932.87,19.0,6951.87,1720.75
Job_048,7,3771.94,5231.124094748087,M9,8159.87,48.0,8207.87,2976.75
Job_048,8,3771.94,5231.124094748087,M7,14008.87,36.0,14044.87,8813.75
Job_048,9,3771.94,5231.124094748087,M3,14044.87,79.0,14123.87,8892.75
Job_049,2,3824.71,5440.912049284987,M3,5901.87,76.0,5977.87,536.96
Job_049,3,3824.71,5440.912049284987,M5,6190.87,51.0,6241.87,800.96
Job_049,4,3824.71,5440.912049284987,M2,13052.87,85.0,13137.87,7696.96
Job_049,5,3824.71,5440.912049284987,M9,13650.87,11.0,13661.87,8220.96
Job_049,6,3824.71,5440.912049284987,M6,13661.87,40.0,13701.87,8260.96
Job_049,7,3824.71,5440.912049284987,M7,14044.87,89.0,14133.87,8692.96
Job_049,8,3824.71,5440.912049284987,M4,14133.87,26.0,14159.87,8718.96
Job_049,9,3824.71,5440.912049284987,M8,14175.87,74.0,14249.87,8808.96
Job_050,2,3883.56,5264.235117479637,M4,6033.87,75.0,6108.87,844.63
Job_050,3,3883.56,5264.235117479637,M9,6108.87,11.0,6119.87,855.63
Job_050,4,3883.56,5264.235117479637,M3,7481.87,69.0,7550.87,2286.63
Job_050,5,3883.56,5264.235117479637,M1,10235.87,28.0,10263.87,4999.63
Job_050,6,3883.56,5264.235117479637,M6,10953.87,46.0,10999.87,5735.63
Job_050,7,3883.56,5264.235117479637,M5,11093.87,46.0,11139.87,5875.63
Job_050,8,3883.56,5264.235117479637,M7,13503.87,72.0,13575.87,8311.63
Job_050,9,3883.56,5264.235117479637,M8,14145.87,30.0,14175.87,8911.63
Job_051,2,4065.73,5408.504231901765,M5,5875.87,52.0,5927.87,519.37
