Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_010,6,891.94,M8,1507.15,19.0,634.21,1526.15
Job_010,7,891.94,M9,1526.15,48.0,682.21,1574.15
Job_012,3,1003.56,M9,1448.67,11.0,456.11,1459.67
Job_015,2,1197.28,M1,1505.93,22.0,330.65,1527.93
Job_015,3,1197.28,M5,1527.93,61.0,391.65,1588.93
Job_019,0,1440.0,M0,1440.0,29.0,29.0,1469.0
Job_019,1,1440.0,M1,1527.93,78.0,165.93,1605.93
Job_019,2,1440.0,M2,1605.93,9.0,174.93,1614.93
Job_019,3,1440.0,M3,1614.93,36.0,210.93,1650.93
Job_019,4,1440.0,M4,1650.93,49.0,259.93,1699.93
Job_019,5,1440.0,M5,1699.93,11.0,270.93,1710.93
Job_019,6,1440.0,M6,1710.93,62.0,332.93,1772.93
Job_019,7,1440.0,M7,1772.93,56.0,388.93,1828.93
Job_019,8,1440.0,M8,1828.93,44.0,432.93,1872.93
Job_019,9,1440.0,M9,1872.93,21.0,453.93,1893.93
Job_020,0,1528.05,M0,1528.05,43.0,43.0,1571.05
Job_020,1,1528.05,M2,1614.93,90.0,176.88,1704.93
Job_020,2,1528.05,M4,1704.93,75.0,251.88,1779.93
Job_020,3,1528.05,M9,1779.93,11.0,262.88,1790.93
Job_020,4,1528.05,M3,1872.93,69.0,413.88,1941.93
Job_020,5,1528.05,M1,1941.93,28.0,441.88,1969.93
Job_020,6,1528.05,M6,1969.93,46.0,487.88,2015.93
Job_020,7,1528.05,M5,2015.93,46.0,533.88,2061.93
Job_020,8,1528.05,M7,2061.93,72.0,605.88,2133.93
Job_020,9,1528.05,M8,2150.39,30.0,652.34,2180.39
Job_021,0,1592.78,M1,1605.93,91.0,104.15,1696.93
Job_021,1,1592.78,M0,1724.93,85.0,217.15,1809.93
Job_021,2,1592.78,M3,1833.93,39.0,280.15,1872.93
Job_021,3,1592.78,M2,1938.39,74.0,419.61,2012.39
Job_021,4,1592.78,M8,2012.39,90.0,509.61,2102.39
Job_021,5,1592.78,M5,2102.39,10.0,519.61,2112.39
Job_021,6,1592.78,M7,2133.93,12.0,553.15,2145.93
Job_021,7,1592.78,M6,2195.93,89.0,692.15,2284.93
Job_021,8,1592.78,M9,2284.93,45.0,737.15,2329.93
Job_021,9,1592.78,M4,2329.93,33.0,770.15,2362.93
Job_022,0,1647.97,M1,1746.93,81.0,179.96,1827.93
Job_022,1,1647.97,M2,1843.39,95.0,290.42,1938.39
Job_022,2,1647.97,M0,2345.39,71.0,768.42,2416.39
Job_022,3,1647.97,M4,2532.39,99.0,983.42,2631.39
Job_022,4,1647.97,M6,2631.39,9.0,992.42,2640.39
Job_022,5,1647.97,M8,2711.39,52.0,1115.42,2763.39
Job_022,6,1647.97,M7,2763.39,85.0,1200.42,2848.39
Job_022,7,1647.97,M3,2955.39,98.0,1405.42,3053.39
Job_022,8,1647.97,M9,3053.39,22.0,1427.42,3075.39
Job_022,9,1647.97,M5,3075.39,43.0,1470.42,3118.39
Job_023,0,1686.61,M2,1704.93,14.0,32.32,1718.93
Job_023,1,1686.61,M0,1718.93,6.0,38.32,1724.93
Job_023,2,1686.61,M1,1724.93,22.0,60.32,1746.93
Job_023,3,1686.61,M5,1746.93,61.0,121.32,1807.93
Job_023,4,1686.61,M3,1807.93,26.0,147.32,1833.93
Job_023,5,1686.61,M4,1833.93,69.0,216.32,1902.93
Job_023,6,1686.61,M8,1902.93,21.0,237.32,1923.93
Job_023,7,1686.61,M7,2012.93,49.0,375.32,2061.93
Job_023,8,1686.61,M9,2061.93,72.0,447.32,2133.93
Job_023,9,1686.61,M6,2142.93,53.0,509.32,2195.93
Job_024,0,1759.39,M2,1759.39,84.0,84.0,1843.39
Job_024,1,1759.39,M1,1873.93,2.0,116.54,1875.93
Job_024,2,1759.39,M5,1875.93,52.0,168.54,1927.93
Job_024,3,1759.39,M3,1941.93,95.0,277.54,2036.93
Job_024,4,1759.39,M8,2102.39,48.0,391.0,2150.39
Job_024,5,1759.39,M9,2150.39,72.0,463.0,2222.39
Job_024,6,1759.39,M0,2222.39,47.0,510.0,2269.39
Job_024,7,1759.39,M6,2284.93,65.0,590.54,2349.93
Job_024,8,1759.39,M4,2362.93,6.0,609.54,2368.93
Job_024,9,1759.39,M7,2373.39,25.0,639.0,2398.39
Job_025,0,1799.74,M1,1827.93,46.0,74.19,1873.93
Job_025,1,1799.74,M0,1873.93,37.0,111.19,1910.93
Job_025,2,1799.74,M3,2036.93,61.0,298.19,2097.93
Job_025,3,1799.74,M2,2097.93,13.0,311.19,2110.93
Job_025,4,1799.74,M6,2110.93,32.0,343.19,2142.93
Job_025,5,1799.74,M5,2142.93,21.0,364.19,2163.93
