Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_000,0,0.0,M0,0.0,29,29.0,29.0
Job_000,1,0.0,M1,29.0,78,107.0,107.0
Job_000,2,0.0,M2,107.0,9,116.0,116.0
Job_000,3,0.0,M3,116.0,36,152.0,152.0
Job_000,4,0.0,M4,152.0,49,201.0,201.0
Job_000,5,0.0,M5,201.0,11,212.0,212.0
Job_000,6,0.0,M6,212.0,62,274.0,274.0
Job_000,7,0.0,M7,274.0,56,330.0,330.0
Job_000,8,0.0,M8,330.0,44,374.0,374.0
Job_000,9,0.0,M9,374.0,21,395.0,395.0
Job_001,0,88.05,M0,88.05,43,43.0,131.05
Job_001,1,88.05,M2,131.05,90,133.0,221.05
Job_001,2,88.05,M4,221.05,75,208.0,296.05
Job_001,3,88.05,M9,296.05,11,219.0,307.05
Job_001,4,88.05,M3,414.61,69,395.56,483.61
Job_001,5,88.05,M1,483.61,28,423.56,511.61
Job_001,6,88.05,M6,721.39,46,679.34,767.39
Job_001,7,88.05,M5,767.39,46,725.34,813.39
Job_001,8,88.05,M7,947.39,72,931.34,1019.39
Job_001,9,88.05,M8,1041.39,30,983.34,1071.39
Job_002,0,152.78,M1,152.78,91,91.0,243.78
Job_002,1,152.78,M0,266.61,85,198.83,351.61
Job_002,2,152.78,M3,375.61,39,261.83,414.61
Job_002,3,152.78,M2,680.39,74,601.61,754.39
Job_002,4,152.78,M8,951.39,90,888.61,1041.39
Job_002,5,152.78,M5,1041.39,10,898.61,1051.39
Job_002,6,152.78,M7,1051.39,12,910.61,1063.39
Job_002,7,152.78,M6,1063.39,89,999.61,1152.39
Job_002,8,152.78,M9,1152.39,45,1044.61,1197.39
Job_002,9,152.78,M4,1218.39,33,1098.61,1251.39
Job_003,0,207.97,M1,288.61,81,161.64,369.61
Job_003,1,207.97,M2,403.39,95,290.42,498.39
Job_003,2,207.97,M0,498.39,71,361.42,569.39
Job_003,3,207.97,M4,569.39,99,460.42,668.39
Job_003,4,207.97,M6,712.39,9,513.42,721.39
Job_003,5,207.97,M8,810.39,52,654.42,862.39
Job_003,6,207.97,M7,862.39,85,739.42,947.39
Job_003,7,207.97,M3,969.04,98,859.07,1067.04
Job_003,8,207.97,M9,1067.04,22,881.07,1089.04
Job_003,9,207.97,M5,1176.39,43,1011.42,1219.39
