Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
Job_000,0,0.0,1604.0196217778139,M0,20426.61,29.0,20455.61,18851.59
Job_000,1,0.0,1604.0196217778139,M1,21221.61,78.0,21299.61,19695.59
Job_000,2,0.0,1604.0196217778139,M2,21299.61,9.0,21308.61,19704.59
Job_000,3,0.0,1604.0196217778139,M3,21308.61,36.0,21344.61,19740.59
Job_000,4,0.0,1604.0196217778139,M4,21344.61,49.0,21393.61,19789.59
Job_000,5,0.0,1604.0196217778139,M5,21393.61,11.0,21404.61,19800.59
Job_000,6,0.0,1604.0196217778139,M6,21404.61,62.0,21466.61,19862.59
Job_000,7,0.0,1604.0196217778139,M7,21466.61,56.0,21522.61,19918.59
Job_000,8,0.0,1604.0196217778139,M8,21522.61,44.0,21566.61,19962.59
Job_000,9,0.0,1604.0196217778139,M9,21566.61,21.0,21587.61,19983.59
Job_001,0,88.05,2159.062676219456,M0,20383.61,43.0,20426.61,18267.55
Job_001,1,88.05,2159.062676219456,M2,20759.61,90.0,20849.61,18690.55
Job_001,2,88.05,2159.062676219456,M4,21038.61,75.0,21113.61,18954.55
Job_001,3,88.05,2159.062676219456,M9,21113.61,11.0,21124.61,18965.55
Job_001,4,88.05,2159.062676219456,M3,21124.61,69.0,21193.61,19034.55
Job_001,5,88.05,2159.062676219456,M1,21193.61,28.0,21221.61,19062.55
Job_001,6,88.05,2159.062676219456,M6,21221.61,46.0,21267.61,19108.55
Job_001,7,88.05,2159.062676219456,M5,21267.61,46.0,21313.61,19154.55
Job_001,8,88.05,2159.062676219456,M7,21313.61,72.0,21385.61,19226.55
Job_001,9,88.05,2159.062676219456,M8,21385.61,30.0,21415.61,19256.55
Job_002,0,152.78,2459.3196080248063,M1,20132.61,91.0,20223.61,17764.29
Job_002,1,152.78,2459.3196080248063,M0,20298.61,85.0,20383.61,17924.29
Job_002,2,152.78,2459.3196080248063,M3,20646.61,39.0,20685.61,18226.29
Job_002,3,152.78,2459.3196080248063,M2,20685.61,74.0,20759.61,18300.29
Job_002,4,152.78,2459.3196080248063,M8,20759.61,90.0,20849.61,18390.29
Job_002,5,152.78,2459.3196080248063,M5,20849.61,10.0,20859.61,18400.29
Job_002,6,152.78,2459.3196080248063,M7,20859.61,12.0,20871.61,18412.29
