Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_020,9,1528.05,M8,2936.23,30.0,1438.18,2966.23
Job_021,6,1592.78,M7,2936.23,12.0,1355.45,2948.23
Job_021,7,1592.78,M6,3000.0,89.0,1496.22,3089.0
Job_021,8,1592.78,M9,3122.23,45.0,1574.45,3167.23
Job_021,9,1592.78,M4,3167.23,33.0,1607.45,3200.23
Job_022,5,1647.97,M8,2880.0,52.0,1284.03,2932.0
Job_022,6,1647.97,M7,2948.23,85.0,1385.26,3033.23
Job_022,7,1647.97,M3,3033.23,98.0,1483.26,3131.23
Job_022,8,1647.97,M9,3167.23,22.0,1541.26,3189.23
Job_022,9,1647.97,M5,3189.23,43.0,1584.26,3232.23
Job_023,9,1686.61,M6,3713.95,53.0,2080.34,3766.95
Job_024,5,1759.39,M9,2960.9,72.0,1273.51,3032.9
Job_024,6,1759.39,M0,3032.9,47.0,1320.51,3079.9
Job_024,7,1759.39,M6,3089.0,65.0,1394.61,3154.0
Job_024,8,1759.39,M4,3154.0,6.0,1400.61,3160.0
Job_024,9,1759.39,M7,3160.0,25.0,1425.61,3185.0
Job_025,7,1799.74,M8,2966.23,89.0,1255.49,3055.23
Job_025,8,1799.74,M7,3055.23,30.0,1285.49,3085.23
Job_025,9,1799.74,M4,3085.23,55.0,1340.49,3140.23
Job_026,4,1955.63,M4,2880.0,32.0,956.37,2912.0
Job_026,5,1955.63,M6,2912.0,88.0,1044.37,3000.0
Job_026,6,1955.63,M8,3055.23,19.0,1118.6,3074.23
Job_026,7,1955.63,M9,3074.23,48.0,1166.6,3122.23
Job_026,8,1955.63,M7,3124.0,36.0,1204.37,3160.0
Job_026,9,1955.63,M3,3168.95,79.0,1292.32,3247.95
Job_027,2,2188.04,M3,2880.0,76.0,767.96,2956.0
Job_027,3,2188.04,M5,2956.0,51.0,818.96,3007.0
Job_027,4,2188.04,M2,3128.9,85.0,1025.86,3213.9
Job_027,5,2188.04,M9,3421.9,11.0,1244.86,3432.9
Job_027,6,2188.04,M6,3432.9,40.0,1284.86,3472.9
Job_027,7,2188.04,M7,3472.9,89.0,1373.86,3561.9
Job_027,8,2188.04,M4,3710.95,26.0,1548.91,3736.95
Job_027,9,2188.04,M8,3736.95,74.0,1622.91,3810.95
Job_028,0,2221.95,M1,2973.95,85.0,837.0,3058.95
Job_028,1,2221.95,M0,3200.9,13.0,991.95,3213.9
Job_028,2,2221.95,M2,3213.9,61.0,1052.95,3274.9
Job_028,3,2221.95,M6,3274.9,7.0,1059.95,3281.9
Job_028,4,2221.95,M8,3281.9,64.0,1123.95,3345.9
Job_028,5,2221.95,M9,3345.9,76.0,1199.95,3421.9
Job_028,6,2221.95,M5,3521.95,47.0,1347.0,3568.95
Job_028,7,2221.95,M3,3568.95,52.0,1399.0,3620.95
Job_028,8,2221.95,M4,3620.95,90.0,1489.0,3710.95
Job_028,9,2221.95,M7,3757.95,45.0,1581.0,3802.95
Job_029,0,2331.94,M2,2999.9,31.0,698.96,3030.9
