Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_032,9,2625.73,M7,4320.0,25.0,1719.27,4345.0
Job_033,6,2630.89,M7,4359.87,85.0,1813.98,4444.87
Job_033,7,2630.89,M3,4554.22,98.0,2021.33,4652.22
Job_033,8,2630.89,M9,4652.22,22.0,2043.33,4674.22
Job_033,9,2630.89,M5,4925.05,43.0,2337.16,4968.05
Job_035,8,2638.72,M9,4428.0,45.0,1834.28,4473.0
Job_035,9,2638.72,M4,4476.0,33.0,1870.28,4509.0
Job_036,8,2764.04,M8,4359.87,44.0,1639.83,4403.87
Job_036,9,2764.04,M9,4407.0,21.0,1663.96,4428.0
Job_037,5,2869.61,M9,4320.0,76.0,1526.39,4396.0
Job_037,6,2869.61,M5,4396.0,47.0,1573.39,4443.0
Job_037,7,2869.61,M3,4713.22,52.0,1895.61,4765.22
Job_037,8,2869.61,M4,4765.22,90.0,1985.61,4855.22
Job_037,9,2869.61,M7,4855.22,45.0,2030.61,4900.22
Job_038,6,2880.0,M6,4426.74,62.0,1608.74,4488.74
Job_038,7,2880.0,M7,4488.74,56.0,1664.74,4544.74
Job_038,8,2880.0,M8,4544.74,44.0,1708.74,4588.74
Job_038,9,2880.0,M9,4746.22,21.0,1887.22,4767.22
Job_039,3,2968.05,M9,4396.0,11.0,1438.95,4407.0
Job_039,4,2968.05,M3,4485.22,69.0,1586.17,4554.22
Job_039,5,2968.05,M1,4554.22,28.0,1614.17,4582.22
Job_039,6,2968.05,M6,4582.22,46.0,1660.17,4628.22
Job_039,7,2968.05,M5,4756.05,46.0,1834.0,4802.05
Job_039,8,2968.05,M7,4976.61,72.0,2080.56,5048.61
Job_039,9,2968.05,M8,5052.22,30.0,2114.17,5082.22
Job_040,2,3032.78,M3,4325.72,39.0,1331.94,4364.72
Job_040,3,3032.78,M2,4366.22,74.0,1407.44,4440.22
Job_040,4,3032.78,M8,4588.74,90.0,1645.96,4678.74
Job_040,5,3032.78,M5,4915.05,10.0,1892.27,4925.05
Job_040,6,3032.78,M7,4956.22,12.0,1935.44,4968.22
Job_040,7,3032.78,M6,5273.61,89.0,2329.83,5362.61
Job_040,8,3032.78,M9,5362.61,45.0,2374.83,5407.61
Job_040,9,3032.78,M4,5407.61,33.0,2407.83,5440.61
Job_041,2,3087.97,M0,4451.05,71.0,1434.08,4522.05
Job_041,3,3087.97,M4,4522.05,99.0,1533.08,4621.05
Job_041,4,3087.97,M6,4871.05,9.0,1792.08,4880.05
Job_041,5,3087.97,M8,5000.22,52.0,1964.25,5052.22
Job_041,6,3087.97,M7,5369.22,85.0,2366.25,5454.22
Job_041,7,3087.97,M3,5883.61,98.0,2893.64,5981.61
Job_041,8,3087.97,M9,5981.61,22.0,2915.64,6003.61
Job_041,9,3087.97,M5,6925.78,43.0,3880.81,6968.78
Job_042,3,3126.61,M5,4320.0,61.0,1254.39,4381.0
Job_042,4,3126.61,M3,4381.0,26.0,1280.39,4407.0
Job_042,5,3126.61,M4,4407.0,69.0,1349.39,4476.0
Job_042,6,3126.61,M8,4476.0,21.0,1370.39,4497.0
Job_042,7,3126.61,M7,4544.74,49.0,1467.13,4593.74
Job_042,8,3126.61,M9,4674.22,72.0,1619.61,4746.22
Job_042,9,3126.61,M6,4818.05,53.0,1744.44,4871.05
Job_043,1,3199.39,M1,4357.06,2.0,1159.67,4359.06
Job_043,2,3199.39,M5,4863.05,52.0,1715.66,4915.05
Job_043,3,3199.39,M3,4915.05,95.0,1810.66,5010.05
Job_043,4,3199.39,M8,5082.22,48.0,1930.83,5130.22
Job_043,5,3199.39,M9,5622.78,72.0,2495.39,5694.78
Job_043,6,3199.39,M0,5694.78,47.0,2542.39,5741.78
Job_043,7,3199.39,M6,5820.61,65.0,2686.22,5885.61
Job_043,8,3199.39,M4,5998.61,6.0,2805.22,6004.61
