Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_047,9,3661.95,M7,4455.03,45.0,838.08,4500.03
Job_050,6,3883.56,M6,4341.7,46.0,504.14,4387.7
Job_050,7,3883.56,M5,4387.7,46.0,550.14,4433.7
Job_053,4,4077.28,M3,4424.72,26.0,373.44,4450.72
Job_053,5,4077.28,M4,4455.03,69.0,446.75,4524.03
Job_057,0,4320.0,M0,4339.18,29.0,48.18,4368.18
Job_057,1,4320.0,M1,4368.18,78.0,126.18,4446.18
Job_057,2,4320.0,M2,4446.18,9.0,135.18,4455.18
Job_057,3,4320.0,M3,4455.18,36.0,171.18,4491.18
Job_057,4,4320.0,M4,4524.03,49.0,253.03,4573.03
Job_057,5,4320.0,M5,4573.03,11.0,264.03,4584.03
Job_057,6,4320.0,M6,4584.03,62.0,326.03,4646.03
Job_057,7,4320.0,M7,4646.03,56.0,382.03,4702.03
Job_057,8,4320.0,M8,4702.03,44.0,426.03,4746.03
Job_057,9,4320.0,M9,4746.03,21.0,447.03,4767.03
Job_058,0,4408.05,M0,4408.05,43.0,43.0,4451.05
Job_058,1,4408.05,M2,4476.61,90.0,158.56,4566.61
Job_058,2,4408.05,M4,4573.03,75.0,239.98,4648.03
Job_058,3,4408.05,M9,4648.03,11.0,250.98,4659.03
Job_058,4,4408.05,M3,4687.78,69.0,348.73,4756.78
Job_058,5,4408.05,M1,4756.78,28.0,376.73,4784.78
Job_058,6,4408.05,M6,4784.78,46.0,422.73,4830.78
Job_058,7,4408.05,M5,4861.78,46.0,499.73,4907.78
Job_058,8,4408.05,M7,4922.78,72.0,586.73,4994.78
Job_058,9,4408.05,M8,5200.78,30.0,822.73,5230.78
Job_059,0,4472.78,M1,4472.78,91.0,91.0,4563.78
Job_059,1,4472.78,M0,4563.78,85.0,176.0,4648.78
Job_059,2,4472.78,M3,4648.78,39.0,215.0,4687.78
Job_059,3,4472.78,M2,4687.78,74.0,289.0,4761.78
Job_059,4,4472.78,M8,4761.78,90.0,379.0,4851.78
Job_059,5,4472.78,M5,4851.78,10.0,389.0,4861.78
Job_059,6,4472.78,M7,4861.78,12.0,401.0,4873.78
Job_059,7,4472.78,M6,4873.78,89.0,490.0,4962.78
Job_059,8,4472.78,M9,4962.78,45.0,535.0,5007.78
Job_059,9,4472.78,M4,5007.78,33.0,568.0,5040.78
Job_060,0,4527.97,M1,4563.78,81.0,116.81,4644.78
Job_060,1,4527.97,M2,4845.78,95.0,412.81,4940.78
Job_060,2,4527.97,M0,4940.78,71.0,483.81,5011.78
Job_060,3,4527.97,M4,5040.78,99.0,611.81,5139.78
Job_060,4,4527.97,M6,5139.78,9.0,620.81,5148.78
Job_060,5,4527.97,M8,5148.78,52.0,672.81,5200.78
Job_060,6,4527.97,M7,5200.78,85.0,757.81,5285.78
Job_060,7,4527.97,M3,5285.78,98.0,855.81,5383.78
Job_060,8,4527.97,M9,5383.78,22.0,877.81,5405.78
Job_060,9,4527.97,M5,5405.78,43.0,920.81,5448.78
Job_061,0,4566.61,M2,4566.61,14.0,14.0,4580.61
Job_061,1,4566.61,M0,4648.78,6.0,88.17,4654.78
Job_061,2,4566.61,M1,4654.78,22.0,110.17,4676.78
Job_061,3,4566.61,M5,4676.78,61.0,171.17,4737.78
Job_061,4,4566.61,M3,4756.78,26.0,216.17,4782.78
Job_061,5,4566.61,M4,4782.78,69.0,285.17,4851.78
Job_061,6,4566.61,M8,4851.78,21.0,306.17,4872.78
