Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_046,6,3628.04,M6,7355.96,40.0,3767.92,7395.96
Job_046,7,3628.04,M7,7395.96,89.0,3856.92,7484.96
Job_046,8,3628.04,M4,7777.0,26.0,4174.96,7803.0
Job_046,9,3628.04,M8,7876.0,74.0,4321.96,7950.0
Job_047,8,3661.95,M4,7618.0,90.0,4046.05,7708.0
Job_047,9,3661.95,M7,7708.0,45.0,4091.05,7753.0
Job_048,4,3771.94,M4,7216.37,32.0,3476.43,7248.37
Job_048,5,3771.94,M6,7267.96,88.0,3584.02,7355.96
Job_048,6,3771.94,M8,7355.96,19.0,3603.02,7374.96
Job_048,7,3771.94,M9,7406.37,48.0,3682.43,7454.37
Job_048,8,3771.94,M7,7837.0,36.0,4101.06,7873.0
Job_048,9,3771.94,M3,7873.0,79.0,4180.06,7952.0
Job_049,3,3824.71,M5,7448.0,51.0,3674.29,7499.0
Job_049,4,3824.71,M2,7569.36,85.0,3829.65,7654.36
Job_049,5,3824.71,M9,7889.0,11.0,4075.29,7900.0
Job_049,6,3824.71,M6,7900.0,40.0,4115.29,7940.0
Job_049,7,3824.71,M7,8737.0,89.0,5001.29,8826.0
Job_049,8,3824.71,M4,13496.36,26.0,9697.65,13522.36
Job_049,9,3824.71,M8,13747.36,74.0,9996.65,13821.36
Job_050,2,3883.56,M4,7248.37,75.0,3439.81,7323.37
Job_050,3,3883.56,M9,7323.37,11.0,3450.81,7334.37
Job_050,4,3883.56,M3,7634.0,69.0,3819.44,7703.0
Job_050,5,3883.56,M1,7703.0,28.0,3847.44,7731.0
Job_050,6,3883.56,M6,7731.0,46.0,3893.44,7777.0
Job_050,7,3883.56,M5,8371.0,46.0,4533.44,8417.0
Job_050,8,3883.56,M7,10245.36,72.0,6433.8,10317.36
Job_050,9,3883.56,M8,10824.61,30.0,6971.05,10854.61
Job_051,1,4065.73,M1,7200.0,2.0,3136.27,7202.0
Job_051,2,4065.73,M5,8319.0,52.0,4305.27,8371.0
Job_051,3,4065.73,M3,8672.0,95.0,4701.27,8767.0
Job_051,4,4065.73,M8,8767.0,48.0,4749.27,8815.0
Job_051,5,4065.73,M9,14411.36,72.0,10417.63,14483.36
Job_051,6,4065.73,M0,15107.36,47.0,11088.63,15154.36
Job_051,7,4065.73,M6,15154.36,65.0,11153.63,15219.36
Job_051,8,4065.73,M4,15464.36,6.0,11404.63,15470.36
Job_051,9,4065.73,M7,15492.36,25.0,11451.63,15517.36
Job_052,0,4070.89,M1,7404.36,81.0,3414.47,7485.36
Job_052,1,4070.89,M2,7846.36,95.0,3870.47,7941.36
Job_052,2,4070.89,M0,8511.36,71.0,4511.47,8582.36
Job_052,3,4070.89,M4,15063.36,99.0,11091.47,15162.36
Job_052,4,4070.89,M6,15219.36,9.0,11157.47,15228.36
Job_052,5,4070.89,M8,15299.36,52.0,11280.47,15351.36
Job_052,6,4070.89,M7,15351.36,85.0,11365.47,15436.36
Job_052,7,4070.89,M3,15474.36,98.0,11501.47,15572.36
Job_052,8,4070.89,M9,15572.36,22.0,11523.47,15594.36
Job_052,9,4070.89,M5,15594.36,43.0,11566.47,15637.36
Job_053,3,4077.28,M5,7274.0,61.0,3257.72,7335.0
Job_053,4,4077.28,M3,7474.0,26.0,3422.72,7500.0
Job_053,5,4077.28,M4,7500.0,69.0,3491.72,7569.0
Job_053,6,4077.28,M8,7855.0,21.0,3798.72,7876.0
Job_053,7,4077.28,M7,7978.0,49.0,3949.72,8027.0
Job_053,8,4077.28,M9,12989.36,72.0,8984.08,13061.36
Job_053,9,4077.28,M6,13860.36,53.0,9836.08,13913.36
Job_054,2,4078.72,M3,7500.0,39.0,3460.28,7539.0
Job_054,3,4078.72,M2,7668.36,74.0,3663.64,7742.36
Job_054,4,4078.72,M8,14705.36,90.0,10716.64,14795.36
Job_054,5,4078.72,M5,14865.36,10.0,10796.64,14875.36
Job_054,6,4078.72,M7,15088.36,12.0,11021.64,15100.36
Job_054,7,4078.72,M6,15297.36,89.0,11307.64,15386.36
Job_054,8,4078.72,M9,15386.36,45.0,11352.64,15431.36
Job_054,9,4078.72,M4,15431.36,33.0,11385.64,15464.36
Job_055,1,4204.04,M1,7570.36,78.0,3444.32,7648.36
Job_055,2,4204.04,M2,8266.0,9.0,4070.96,8275.0
Job_055,3,4204.04,M3,14769.36,36.0,10601.32,14805.36
Job_055,4,4204.04,M4,14805.36,49.0,10650.32,14854.36
Job_055,5,4204.04,M5,14854.36,11.0,10661.32,14865.36
Job_055,6,4204.04,M6,15235.36,62.0,11093.32,15297.36
Job_055,7,4204.04,M7,15436.36,56.0,11288.32,15492.36
Job_055,8,4204.04,M8,15688.36,44.0,11528.32,15732.36
Job_055,9,4204.04,M9,15732.36,21.0,11549.32,15753.36
Job_056,0,4309.61,M1,7228.36,85.0,3003.75,7313.36
Job_056,1,4309.61,M0,8582.36,13.0,4285.75,8595.36
Job_056,2,4309.61,M2,14120.61,61.0,9872.0,14181.61
Job_056,3,4309.61,M6,15228.36,7.0,10925.75,15235.36
Job_056,4,4309.61,M8,15235.36,64.0,10989.75,15299.36
Job_056,5,4309.61,M9,15299.36,76.0,11065.75,15375.36
Job_056,6,4309.61,M5,15375.36,47.0,11112.75,15422.36
Job_056,7,4309.61,M3,15422.36,52.0,11164.75,15474.36
Job_056,8,4309.61,M4,15774.36,90.0,11554.75,15864.36
Job_056,9,4309.61,M7,16052.36,45.0,11787.75,16097.36
Job_068,7,5264.71,M7,7286.39,89.0,2110.68,7375.39
Job_068,8,5264.71,M4,7375.39,26.0,2136.68,7401.39
Job_068,9,5264.71,M8,7401.39,74.0,2210.68,7475.39
Job_069,7,5323.56,M5,7499.0,46.0,2221.44,7545.0
Job_069,8,5323.56,M7,7753.0,72.0,2501.44,7825.0
Job_069,9,5323.56,M8,7825.0,30.0,2531.44,7855.0
Job_070,0,5505.73,M2,7485.36,84.0,2063.63,7569.36
Job_070,1,5505.73,M1,8305.36,2.0,2801.63,8307.36
Job_070,2,5505.73,M5,9162.0,52.0,3708.27,9214.0
Job_070,3,5505.73,M3,14355.36,95.0,8944.63,14450.36
Job_070,4,5505.73,M8,14825.36,48.0,9367.63,14873.36
Job_070,5,5505.73,M9,14873.36,72.0,9439.63,14945.36
Job_070,6,5505.73,M0,14945.36,47.0,9486.63,14992.36
Job_070,7,5505.73,M6,14992.36,65.0,9551.63,15057.36
Job_070,8,5505.73,M4,15057.36,6.0,9557.63,15063.36
Job_070,9,5505.73,M7,15063.36,25.0,9582.63,15088.36
Job_071,1,5510.89,M2,7226.36,95.0,1810.47,7321.36
Job_071,2,5510.89,M0,7335.72,71.0,1895.83,7406.72
