Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_A000,0,-120.0,M2,9135.28,31,9286.28,9166.28
Job_A000,1,-120.0,M0,9166.28,86,9372.28,9252.28
Job_A000,2,-120.0,M1,9810.28,46,9976.28,9856.28
Job_A000,3,-120.0,M5,9902.28,74,10096.28,9976.28
Job_A000,4,-120.0,M4,9976.28,32,10128.28,10008.28
Job_A000,5,-120.0,M6,10008.28,88,10216.28,10096.28
Job_A000,6,-120.0,M8,10096.28,19,10235.28,10115.28
Job_A000,7,-120.0,M9,10115.28,48,10283.28,10163.28
Job_A000,8,-120.0,M7,10163.28,36,10319.28,10199.28
Job_A000,9,-120.0,M3,1000037.0,79,1000236.0,1000116.0
Job_000,0,0.0,M0,0.0,29,29.0,29.0
Job_000,1,0.0,M1,29.0,78,107.0,107.0
Job_000,2,0.0,M2,107.0,9,116.0,116.0
Job_000,3,0.0,M3,116.0,36,152.0,152.0
Job_000,4,0.0,M4,152.0,49,201.0,201.0
Job_000,5,0.0,M5,201.0,11,212.0,212.0
Job_000,6,0.0,M6,212.0,62,274.0,274.0
Job_000,7,0.0,M7,274.0,56,330.0,330.0
Job_000,8,0.0,M8,330.0,44,374.0,374.0
Job_000,9,0.0,M9,374.0,21,395.0,395.0
Job_001,0,88.05,M0,88.05,43,43.0,131.05
Job_001,1,88.05,M2,131.05,90,133.0,221.05
Job_001,2,88.05,M4,221.05,75,208.0,296.05
Job_001,3,88.05,M9,296.05,11,219.0,307.05
Job_001,4,88.05,M3,414.61,69,395.56,483.61
Job_001,5,88.05,M1,483.61,28,423.56,511.61
Job_001,6,88.05,M6,721.39,46,679.34,767.39
Job_001,7,88.05,M5,1028.39,46,986.34,1074.39
Job_001,8,88.05,M7,1074.39,72,1058.34,1146.39
Job_001,9,88.05,M8,1146.39,30,1088.34,1176.39
Job_002,0,152.78,M1,152.78,91,91.0,243.78
Job_002,1,152.78,M0,266.61,85,198.83,351.61
Job_002,2,152.78,M3,375.61,39,261.83,414.61
Job_002,3,152.78,M2,680.39,74,601.61,754.39
Job_002,4,152.78,M8,928.39,90,865.61,1018.39
Job_002,5,152.78,M5,1018.39,10,875.61,1028.39
Job_002,6,152.78,M7,1028.39,12,887.61,1040.39
Job_002,7,152.78,M6,1165.39,89,1101.61,1254.39
Job_002,8,152.78,M9,1254.39,45,1146.61,1299.39
Job_002,9,152.78,M4,1316.39,33,1196.61,1349.39
Job_003,0,207.97,M1,288.61,81,161.64,369.61
Job_003,1,207.97,M2,403.39,95,290.42,498.39
Job_003,2,207.97,M0,498.39,71,361.42,569.39
Job_003,3,207.97,M4,569.39,99,460.42,668.39
Job_003,4,207.97,M6,712.39,9,513.42,721.39
Job_003,5,207.97,M8,721.39,52,565.42,773.39
Job_003,6,207.97,M7,773.39,85,650.42,858.39
Job_003,7,207.97,M3,880.39,98,770.42,978.39
Job_003,8,207.97,M9,1000.39,22,814.42,1022.39
Job_003,9,207.97,M5,1148.39,43,983.42,1191.39
Job_004,0,246.61,M2,246.61,14,14.0,260.61
Job_004,1,246.61,M0,260.61,6,20.0,266.61
Job_004,2,246.61,M1,266.61,22,42.0,288.61
Job_004,3,246.61,M5,288.61,61,103.0,349.61
Job_004,4,246.61,M3,349.61,26,129.0,375.61
