Job,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
Job_002,9,152.78,M4,1548.63,33.0,1428.85,1581.63
Job_005,7,319.39,M6,1457.51,65.0,1203.12,1522.51
Job_005,8,319.39,M4,1542.63,6.0,1229.24,1548.63
Job_005,9,319.39,M7,1572.96,25.0,1278.57,1597.96
Job_007,6,515.63,M8,1457.51,19.0,960.88,1476.51
Job_007,7,515.63,M9,1488.96,48.0,1021.33,1536.96
Job_007,8,515.63,M7,1536.96,36.0,1057.33,1572.96
Job_007,9,515.63,M3,1847.89,79.0,1411.26,1926.89
Job_008,5,748.04,M9,1477.96,11.0,740.92,1488.96
Job_008,6,748.04,M6,1610.51,40.0,902.47,1650.51
Job_008,7,748.04,M7,1650.51,89.0,991.47,1739.51
Job_008,8,748.04,M4,1825.89,26.0,1103.85,1851.89
Job_008,9,748.04,M8,1999.63,74.0,1325.59,2073.63
Job_009,8,781.95,M4,1452.63,90.0,760.68,1542.63
Job_009,9,781.95,M7,1597.96,45.0,861.01,1642.96
Job_010,5,891.94,M6,1522.51,88.0,718.57,1610.51
Job_010,6,891.94,M8,1610.51,19.0,737.57,1629.51
Job_010,7,891.94,M9,1629.51,48.0,785.57,1677.51
Job_010,8,891.94,M7,1739.51,36.0,883.57,1775.51
Job_010,9,891.94,M3,1926.89,79.0,1113.95,2005.89
Job_011,1,944.71,M1,1549.63,69.0,673.92,1618.63
Job_011,2,944.71,M3,1640.89,76.0,772.18,1716.89
Job_011,3,944.71,M5,1796.63,51.0,902.92,1847.63
Job_011,4,944.71,M2,2174.63,85.0,1314.92,2259.63
Job_011,5,944.71,M9,2259.63,11.0,1325.92,2270.63
Job_011,6,944.71,M6,2270.63,40.0,1365.92,2310.63
Job_011,7,944.71,M7,2686.63,89.0,1830.92,2775.63
Job_011,8,944.71,M4,2775.63,26.0,1856.92,2801.63
Job_011,9,944.71,M8,2801.63,74.0,1930.92,2875.63
Job_012,4,1003.56,M3,1452.63,69.0,518.07,1521.63
Job_012,5,1003.56,M1,1521.63,28.0,546.07,1549.63
Job_012,6,1003.56,M6,1650.51,46.0,692.95,1696.51
Job_012,7,1003.56,M5,1750.63,46.0,793.07,1796.63
Job_012,8,1003.56,M7,1796.63,72.0,865.07,1868.63
Job_012,9,1003.56,M8,1917.63,30.0,944.07,1947.63
Job_013,0,1185.73,M2,1515.27,84.0,413.54,1599.27
Job_013,1,1185.73,M1,1696.63,2.0,512.9,1698.63
Job_013,2,1185.73,M5,1698.63,52.0,564.9,1750.63
Job_013,3,1185.73,M3,1752.89,95.0,662.16,1847.89
Job_013,4,1185.73,M8,1869.63,48.0,731.9,1917.63
Job_013,5,1185.73,M9,2270.63,72.0,1156.9,2342.63
Job_013,6,1185.73,M0,2342.63,47.0,1203.9,2389.63
Job_013,7,1185.73,M6,2389.63,65.0,1268.9,2454.63
Job_013,8,1185.73,M4,2454.63,6.0,1274.9,2460.63
