Job,Arrival,Machine,Start,Processing Time,Flow time,End
Job_068,4210.59,M1,6074.0,91,1954.4099999999999,6165.0
Job_068,4210.59,M0,6357.18,85,2231.59,6442.18
Job_068,4210.59,M3,6724.36,39,2552.7699999999995,6763.36
Job_068,4210.59,M2,6763.36,74,2626.7699999999995,6837.36
Job_068,4210.59,M8,6837.36,90,2716.7699999999995,6927.36
Job_068,4210.59,M5,6927.36,10,2726.7699999999995,6937.36
Job_068,4210.59,M7,6937.36,12,2738.7699999999995,6949.36
Job_068,4210.59,M6,6949.36,89,2827.7699999999995,7038.36
Job_068,4210.59,M9,7038.36,45,2872.7699999999995,7083.36
Job_068,4210.59,M4,7083.36,33,2905.7699999999995,7116.36
Job_067,4110.12,M0,5979.0,43,1911.88,6022.0
Job_067,4110.12,M2,6083.0,90,2062.88,6173.0
Job_067,4110.12,M4,6428.18,75,2393.0600000000004,6503.18
Job_067,4110.12,M9,6503.18,11,2404.0600000000004,6514.18
Job_067,4110.12,M3,6655.3,69,2614.1800000000003,6724.3
Job_067,4110.12,M1,6724.3,28,2642.1800000000003,6752.3
Job_067,4110.12,M6,6752.3,46,2688.1800000000003,6798.3
Job_067,4110.12,M5,6798.3,46,2734.1800000000003,6844.3
Job_067,4110.12,M7,6844.3,72,2806.1800000000003,6916.3
Job_067,4110.12,M8,6927.42,30,2847.3,6957.42
Job_066,4061.64,M0,5949.94,29,1917.2999999999997,5978.94
Job_066,4061.64,M1,5995.94,78,2012.2999999999997,6073.94
Job_066,4061.64,M2,6073.94,9,2021.2999999999997,6082.94
Job_066,4061.64,M3,6220.0,36,2194.36,6256.0
Job_066,4061.64,M4,6310.0,49,2297.36,6359.0
Job_066,4061.64,M5,6359.0,11,2308.36,6370.0
Job_066,4061.64,M6,6422.18,62,2422.5400000000004,6484.18
Job_066,4061.64,M7,6484.18,56,2478.5400000000004,6540.18
Job_066,4061.64,M8,6540.18,44,2522.5400000000004,6584.18
Job_066,4061.64,M9,6584.18,21,2543.5400000000004,6605.18
Job_065,3907.0,M2,5832.88,31,1956.88,5863.88
Job_065,3907.0,M0,5863.88,86,2042.88,5949.88
Job_065,3907.0,M1,5949.88,46,2088.88,5995.88
Job_065,3907.0,M5,5996.0,74,2163.0,6070.0
Job_065,3907.0,M4,6126.12,32,2251.12,6158.12
Job_065,3907.0,M6,6158.12,88,2339.12,6246.12
Job_065,3907.0,M8,6270.3,19,2382.3,6289.3
Job_065,3907.0,M9,6310.18,48,2451.1800000000003,6358.18
Job_065,3907.0,M7,6540.24,36,2669.24,6576.24
Job_065,3907.0,M3,6576.24,79,2748.24,6655.24
Job_064,3749.15,M2,5660.7,14,1925.5499999999997,5674.7
Job_064,3749.15,M0,5674.7,6,1931.5499999999997,5680.7
Job_064,3749.15,M1,5680.7,22,1953.5499999999997,5702.7
Job_064,3749.15,M5,5713.0,61,2024.85,5774.0
Job_064,3749.15,M3,5813.88,26,2090.73,5839.88
Job_064,3749.15,M4,5931.94,69,2251.7899999999995,6000.94
Job_064,3749.15,M8,6045.0,21,2316.85,6066.0
Job_064,3749.15,M7,6080.06,49,2379.9100000000003,6129.06
Job_064,3749.15,M9,6166.06,72,2488.9100000000003,6238.06
Job_064,3749.15,M6,6246.18,53,2550.03,6299.18
Job_063,3678.47,M2,5748.82,84,2154.35,5832.82
Job_063,3678.47,M1,5841.88,2,2165.4100000000003,5843.88
Job_063,3678.47,M5,5933.88,52,2307.4100000000003,5985.88
Job_063,3678.47,M3,5985.88,95,2402.4100000000003,6080.88
Job_063,3678.47,M8,6170.18,48,2539.7100000000005,6218.18
Job_063,3678.47,M9,6238.12,72,2631.65,6310.12
Job_063,3678.47,M0,6310.12,47,2678.65,6357.12
Job_063,3678.47,M6,6357.12,65,2743.65,6422.12
Job_063,3678.47,M4,6422.12,6,2749.65,6428.12
